clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id,resolucion_autoridad_10_4,autoridad_principal,evidencia_subordinada,fundamento_autoridad,conflicto_detectado,decision_10_5,nombre_canonico_pre_id,aliases_provisionales,fundamento_10_5,estado_catalogo
authentication integration,Authentication Integration,Authentication Integration,1,9,ENG,9,ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
authenticity,Authenticity,Authenticity,1,3,ENG,2,ENG-024;ENG-093,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-093,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
authority scope,Authority Scope,Authority Scope,1,3,ENG,3,ENG-079;ENG-081;ENG-085,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-079;ENG-081;ENG-085,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
authorization,Authorization,Authorization,1,15,ENG,14,ENG-015;ENG-024;ENG-031;ENG-034;ENG-041;ENG-042;ENG-044;ENG-046;ENG-061;ENG-082;ENG-088;ENG-091;ENG-092;ENG-093,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-015;ENG-024;ENG-031;ENG-034;ENG-041;ENG-042;ENG-044;ENG-046;ENG-061;ENG-082;ENG-088;ENG-091;ENG-092;ENG-093,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
authorization engineering,Authorization Engineering,Authorization Engineering,1,3,ENG,2,ENG-045;ENG-046,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-045;ENG-046,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
authorization error,Authorization Error,Authorization Error,1,3,ENG,3,ENG-039;ENG-044;ENG-046,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-039;ENG-044;ENG-046,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
authorization failure,Authorization Failure,Authorization Failure,1,3,ENG,3,ENG-024;ENG-039;ENG-040,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-039;ENG-040,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
authorization integration,Authorization Integration,Authorization Integration,1,8,ENG,8,ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
authorization test,Authorization Test,Authorization Test; Authorization Tests,2,4,ENG,4,ENG-024;ENG-034;ENG-044;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-034;ENG-044;ENG-049,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Authorization Tests,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
automatic rollback,Automatic Rollback,Automatic Rollback,1,4,ENG,4,ENG-013;ENG-042;ENG-049;ENG-050,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-013;ENG-042;ENG-049;ENG-050,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
availability,Availability,Availability,1,8,ENG,4,ENG-024;ENG-073;ENG-088;ENG-093,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,4,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-073;ENG-088;ENG-093,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
availability engineering,Availability Engineering,Availability Engineering,1,3,ENG,1,ENG-073,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-073,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
background work,Background Work,Background Work,1,3,ENG,1,ENG-040,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-040,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
backoff,Backoff,Backoff,1,6,ENG,5,ENG-022;ENG-030;ENG-032;ENG-038;ENG-039,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-022;ENG-030;ENG-032;ENG-038;ENG-039,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
backpressure,Backpressure,Backpressure,1,15,ENG,14,ENG-022;ENG-024;ENG-025;ENG-026;ENG-032;ENG-038;ENG-039;ENG-040;ENG-041;ENG-044;ENG-061;ENG-064;ENG-070;ENG-071,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-022;ENG-024;ENG-025;ENG-026;ENG-032;ENG-038;ENG-039;ENG-040;ENG-041;ENG-044;ENG-061;ENG-064;ENG-070;ENG-071,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
backpressure test,Backpressure Test,Backpressure Test,1,3,ENG,3,ENG-032;ENG-054;ENG-064,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-032;ENG-054;ENG-064,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
backup,Backup,Backup; Backups,2,5,ENG,4,ENG-030;ENG-076;ENG-081;ENG-092,DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-030;ENG-076;ENG-081;ENG-092,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Backups,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
backward compatibility,Backward Compatibility,Backward Compatibility,1,9,ENG,9,ENG-007;ENG-011;ENG-014;ENG-016;ENG-020;ENG-031;ENG-052;ENG-057;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-007;ENG-011;ENG-014;ENG-016;ENG-020;ENG-031;ENG-052;ENG-057;ENG-062,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
baggage,Baggage,Baggage,1,2,ENG,1,ENG-056,DEFINICION_EXPLICITA;TABLA_COLUMNA_PRINCIPAL,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-056,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
baseline condition,Baseline Conditions,Baseline Conditions,1,3,ENG,3,ENG-070;ENG-071;ENG-074,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-070;ENG-071;ENG-074,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
batch size,Batch Size,Batch Size,1,4,ENG,4,ENG-041;ENG-064;ENG-066;ENG-070,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-041;ENG-064;ENG-066;ENG-070,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
behavioral compatibility,Behavioral Compatibility,Behavioral Compatibility,1,3,ENG,3,ENG-014;ENG-016;ENG-021,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-014;ENG-016;ENG-021,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
benchmark,Benchmark,Benchmark,1,4,ENG,3,ENG-026;ENG-038;ENG-070,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-026;ENG-038;ENG-070,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
binding,Binding,Binding,1,3,ENG,2,ENG-018;ENG-019,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-018;ENG-019,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
blast radius,Blast Radius,Blast Radius,1,3,ENG,3,ENG-024;ENG-073;ENG-080,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-073;ENG-080,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
bootstrap,Bootstrap,Bootstrap,1,33,ENG,32,ENG-027;ENG-032;ENG-037;ENG-039;ENG-041;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-068;ENG-069;ENG-071;ENG-073,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-027;ENG-032;ENG-037;ENG-039;ENG-041;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-068;ENG-069;ENG-071;ENG-073,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
bootstrap event,Bootstrap Events,Bootstrap Events,1,3,ENG,3,ENG-020;ENG-022;ENG-027,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-020;ENG-022;ENG-027,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
bootstrap failure,Bootstrap Failure,Bootstrap Failure,1,28,ENG,27,ENG-025;ENG-027;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-068;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-025;ENG-027;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-068;ENG-069,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
bootstrap flow,Bootstrap Flow,Bootstrap Flow,1,26,ENG,26,ENG-041;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-068;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-041;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-068;ENG-069,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
boundary ownership,Boundary Ownership,Boundary Ownership,1,3,ENG,3,ENG-042;ENG-043;ENG-061,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-042;ENG-043;ENG-061,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
boundary validation,Boundary Validation,Boundary Validation,1,3,ENG,3,ENG-024;ENG-036;ENG-061,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-036;ENG-061,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
breaking change,Breaking Change,Breaking Change,1,6,ENG,5,ENG-014;ENG-021;ENG-041;ENG-044;ENG-062,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-014;ENG-021;ENG-041;ENG-044;ENG-062,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
buffering,Buffering,Buffering,1,3,ENG,3,ENG-010;ENG-025;ENG-077,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-010;ENG-025;ENG-077,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
build environment,Build Environment,Build Environment,1,3,ENG,3,ENG-012;ENG-017;ENG-024,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-012;ENG-017;ENG-024,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
build gate,Build Gate,Build Gate,1,6,ENG,6,ENG-016;ENG-017;ENG-031;ENG-032;ENG-034;ENG-035,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-016;ENG-017;ENG-031;ENG-032;ENG-034;ENG-035,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
build integration,Build Integration,Build Integration,1,74,ENG,74,ENG-011;ENG-013;ENG-014;ENG-016;ENG-017;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-087;ENG-088;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-011;ENG-013;ENG-014;ENG-016;ENG-017;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-087;ENG-088;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
build pipeline,Build Pipeline,Build Pipeline,1,2,ENG,1,ENG-012,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-012,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
build system,Build System,Build System,1,3,ENG,1,ENG-012,DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-012,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
bulkhead,Bulkhead,Bulkhead,1,6,ENG,5,ENG-032;ENG-039;ENG-041;ENG-061;ENG-074,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-032;ENG-039;ENG-041;ENG-061;ENG-074,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
business rule,Business Rule,Business Rule,1,3,ENG,3,ENG-035;ENG-062;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-035;ENG-062;ENG-079,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
cache,Cache,Cache,1,11,ENG,9,ENG-006;ENG-020;ENG-026;ENG-030;ENG-037;ENG-044;ENG-053;ENG-077;ENG-079,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-006;ENG-020;ENG-026;ENG-030;ENG-037;ENG-044;ENG-053;ENG-077;ENG-079,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
cache integration,Cache Integration,Cache Integration,1,8,ENG,8,ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-053,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-053,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
cache invalidation,Cache Invalidation,Cache Invalidation,1,20,ENG,19,ENG-012;ENG-016;ENG-019;ENG-020;ENG-026;ENG-030;ENG-031;ENG-034;ENG-042;ENG-043;ENG-048;ENG-049;ENG-050;ENG-051;ENG-057;ENG-058;ENG-059;ENG-062;ENG-078,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-012;ENG-016;ENG-019;ENG-020;ENG-026;ENG-030;ENG-031;ENG-034;ENG-042;ENG-043;ENG-048;ENG-049;ENG-050;ENG-051;ENG-057;ENG-058;ENG-059;ENG-062;ENG-078,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
cache key,Cache Key,Cache Key,1,12,ENG,12,ENG-019;ENG-026;ENG-037;ENG-043;ENG-046;ENG-048;ENG-049;ENG-058;ENG-059;ENG-062;ENG-063;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-019;ENG-026;ENG-037;ENG-043;ENG-046;ENG-048;ENG-049;ENG-058;ENG-059;ENG-062;ENG-063;ENG-069,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
