termino_eng_only,decision_11_3,estado_11_3,mef_v3_id,justificacion
Normalmente,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
NOT APPLICABLE,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Obligation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Observability,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Observability Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Operation ID,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Optimistic Concurrency,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Optional Capability,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Optional Component,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Optional Dependency,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Optional Field,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Optional Initial Components,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Ordering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Ordering Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Origin,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Outbox,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
output,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Override,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Owner Responsibility,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Ownership,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Package Discovery,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Package Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Package Manager,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Package Manager Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Package Trust,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Pagination,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Parallelism,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Partial Failure,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Partial Success,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Partition Key,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Partition Ordering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Partition Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Partitioning,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
PATCH,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Path Traversal,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Pause,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Payload,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Payload Logging,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Payload Size,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Performance,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Performance Baseline,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Performance Budget,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Performance Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Performance Gate,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Performance Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Performance Optimization,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
performance profile,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
performance status,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Performance Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Permanent Failure,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Permission,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Persistence,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Persistence Constraint,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Persistence Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Persistence Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Pessimistic Concurrency,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Phantom Read,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Pipeline,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Plugin Migration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Plugin Upgrade,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Point of No Return,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Poison Message,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy Conflict,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy Decision,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy Decision Point,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy Enforcement Point,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy Scope,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy Tampering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Policy Versioning,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Posición Arquitectónica,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Preflight,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Premature Optimization,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Preservation Object,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Primera Implementación Recomendada,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Primitive Obsession,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Principal,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Priority,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Privacy,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Process Isolation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
producer,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Producer Responsibility,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Production Profiling,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Profiling,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Projection,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Property-Based Testing,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Protocol,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Provenance,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Provider,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Provider Registration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Public,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Public Surface,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Publication,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Published,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Purpose Limitation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Quality Drift,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Quality Gate,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Quality Score,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Quarantine,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Quarantine Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Queries,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Query Side Effects,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Queue,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Queue Capacity,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Quota,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Race Condition,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Randomness,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Rate Limiting,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Read Model,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Readiness,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Readiness Gate,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Readiness Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Ready,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Recipient,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Reconciliation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Reconciliation Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Recoverability,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Recoverability Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Recovery,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Recovery Idempotency,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Recovery Strategy,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Recovery Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Redundancy,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Refactoring,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Referential Integrity,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Registration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Registration Phase,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Registry,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Registry Entry,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Registry Freeze,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
registry graph,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Registry Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Regression Examples,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Regression Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Rejected,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con CLI,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-003,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-011,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-013,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-015,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-016,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-017,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-018,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-019,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-020,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-021,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-022,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-023,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-024,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-025,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-026,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-027,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-028,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-029,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-030,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-031,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-032,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-033,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-034,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-035,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-036,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-037,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-038,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-039,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-040,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-041,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-042,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-043,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-044,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-045,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-046,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-047,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-048,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-049,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
