termino_extraido,variante_original,capa,fuente_id,archivo,linea,tipo_evidencia,contexto,estado_10_2,clave_lexica_provisional,apariciones
AI-065,AI-065,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,209,TABLA_COLUMNA_PRINCIPAL,AI-065 Toda implementación deberá respetar el Contract que declara.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-065,1
AI-066 Los Contracts,AI-066 Los Contracts,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,210,DEFINICION_EXPLICITA,AI-066 Los Contracts son versionables y trazables.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-066 los contracts,1
AI-066,AI-066,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,210,TABLA_COLUMNA_PRINCIPAL,AI-066 Los Contracts son versionables y trazables.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-066,1
Riesgos Arquitectónicos,Riesgos Arquitectónicos,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,214,ENCABEZADO,14. Riesgos Arquitectónicos,CANDIDATO_BRUTO_NO_CANONIZADO,riesgos arquitectónicos,6
Observabilidad,Observabilidad,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,226,ENCABEZADO,15. Observabilidad,CANDIDATO_BRUTO_NO_CANONIZADO,observabilidad,9
Relación con otros componentes,Relación con otros componentes,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,241,ENCABEZADO,16. Relación con otros componentes,CANDIDATO_BRUTO_NO_CANONIZADO,relación con otros componentes,6
Principio Rector,Principio Rector,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,264,ENCABEZADO,17. Principio Rector,CANDIDATO_BRUTO_NO_CANONIZADO,principio rector,102
Su propósito,Su propósito,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,274,DEFINICION_EXPLICITA,"Su propósito es establecer acuerdos arquitectónicos estables que permitan la evolución independiente de los componentes, manteniendo la compatibilidad, la reutilización y la sostenibilidad del Framework.",CANDIDATO_BRUTO_NO_CANONIZADO,su propósito,9
ARQ-012,ARQ-012,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,27,ENCABEZADO,ARQ-012,CANDIDATO_BRUTO_NO_CANONIZADO,arq-012,1
Dependency Injection,Dependency Injection,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,29,ENCABEZADO,Dependency Injection,CANDIDATO_BRUTO_NO_CANONIZADO,dependency injection,12
Dependency Injection (DI),Dependency Injection (DI),ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,39,TERMINO_DESTACADO,Definir la Dependency Injection (DI) como el mecanismo oficial mediante el cual MEF (Modular Enterprise Framework) entrega capacidades a los componentes utilizando Contracts y el Service Container.,CANDIDATO_BRUTO_NO_CANONIZADO,dependency injection (di),2
MEF (Modular Enterprise Framework),MEF (Modular Enterprise Framework),ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,39,TERMINO_DESTACADO,Definir la Dependency Injection (DI) como el mecanismo oficial mediante el cual MEF (Modular Enterprise Framework) entrega capacidades a los componentes utilizando Contracts y el Service Container.,CANDIDATO_BRUTO_NO_CANONIZADO,mef (modular enterprise framework),102
Declaración,Declaración,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,45,ENCABEZADO,2. Declaración,CANDIDATO_BRUTO_NO_CANONIZADO,declaración,107
La Dependency Injection,La Dependency Injection,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,47,DEFINICION_EXPLICITA,La Dependency Injection constituye el mecanismo de materialización de los Contracts durante la ejecución.,CANDIDATO_BRUTO_NO_CANONIZADO,la dependency injection,3
Dependency Injection,Dependency Injection,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,47,DEFINICION_EXPLICITA,La Dependency Injection constituye el mecanismo de materialización de los Contracts durante la ejecución.,CANDIDATO_BRUTO_NO_CANONIZADO,dependency injection,12
Objetivos,Objetivos,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,55,ENCABEZADO,3. Objetivos,CANDIDATO_BRUTO_NO_CANONIZADO,objetivos,28
Filosofía,Filosofía,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,68,ENCABEZADO,4. Filosofía,CANDIDATO_BRUTO_NO_CANONIZADO,filosofía,7
qué necesitan,qué necesitan,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,74,TERMINO_DESTACADO,Los consumidores expresan qué necesitan .,CANDIDATO_BRUTO_NO_CANONIZADO,qué necesitan,1
cómo resolverlo,cómo resolverlo,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,76,TERMINO_DESTACADO,El Framework decide cómo resolverlo .,CANDIDATO_BRUTO_NO_CANONIZADO,cómo resolverlo,1
Modelo Arquitectónico,Modelo Arquitectónico,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,80,ENCABEZADO,5. Modelo Arquitectónico,CANDIDATO_BRUTO_NO_CANONIZADO,modelo arquitectónico,4
La Dependency Injection,La Dependency Injection,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,101,DEFINICION_EXPLICITA,La Dependency Injection es responsable de,CANDIDATO_BRUTO_NO_CANONIZADO,la dependency injection,3
Dependency Injection,Dependency Injection,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,101,DEFINICION_EXPLICITA,La Dependency Injection es responsable de,CANDIDATO_BRUTO_NO_CANONIZADO,dependency injection,12
No responsabilidades,No responsabilidades,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,111,ENCABEZADO,7. No responsabilidades,CANDIDATO_BRUTO_NO_CANONIZADO,no responsabilidades,5
Estrategias,Estrategias,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,123,ENCABEZADO,8. Estrategias,CANDIDATO_BRUTO_NO_CANONIZADO,estrategias,1
ID,ID,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,127,TABLA_COLUMNA_PRINCIPAL,ID Estrategia Estado,CANDIDATO_BRUTO_NO_CANONIZADO,id,103
DI-001,DI-001,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,129,TABLA_COLUMNA_PRINCIPAL,DI-001 Constructor Injection Recomendada,CANDIDATO_BRUTO_NO_CANONIZADO,di-001,1
DI-002,DI-002,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,130,TABLA_COLUMNA_PRINCIPAL,DI-002 Method Injection Permitida,CANDIDATO_BRUTO_NO_CANONIZADO,di-002,1
DI-003,DI-003,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,131,TABLA_COLUMNA_PRINCIPAL,DI-003 Property Injection Restringida,CANDIDATO_BRUTO_NO_CANONIZADO,di-003,1
DI-004,DI-004,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,132,TABLA_COLUMNA_PRINCIPAL,DI-004 Factory Injection Permitida,CANDIDATO_BRUTO_NO_CANONIZADO,di-004,1
Constructor Injection,Constructor Injection,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,134,TERMINO_DESTACADO,La estrategia preferida será siempre Constructor Injection .,CANDIDATO_BRUTO_NO_CANONIZADO,constructor injection,3
Resolución,Resolución,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,138,ENCABEZADO,9. Resolución,CANDIDATO_BRUTO_NO_CANONIZADO,resolución,2
Sustitución,Sustitución,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,156,ENCABEZADO,10. Sustitución,CANDIDATO_BRUTO_NO_CANONIZADO,sustitución,1
Ciclo de Vida,Ciclo de Vida,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,174,ENCABEZADO,11. Ciclo de Vida,CANDIDATO_BRUTO_NO_CANONIZADO,ciclo de vida,3
Invariantes Arquitectónicos,Invariantes Arquitectónicos,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,188,ENCABEZADO,12. Invariantes Arquitectónicos,CANDIDATO_BRUTO_NO_CANONIZADO,invariantes arquitectónicos,6
ID,ID,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,190,TABLA_COLUMNA_PRINCIPAL,ID Invariante,CANDIDATO_BRUTO_NO_CANONIZADO,id,103
AI-067,AI-067,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,192,TABLA_COLUMNA_PRINCIPAL,AI-067 Toda dependencia pública se expresa mediante un Contract.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-067,1
AI-068,AI-068,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,193,TABLA_COLUMNA_PRINCIPAL,AI-068 Los consumidores no crean implementaciones.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-068,1
AI-069,AI-069,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,194,TABLA_COLUMNA_PRINCIPAL,AI-069 La resolución corresponde al Service Container.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-069,1
AI-070,AI-070,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,195,TABLA_COLUMNA_PRINCIPAL,AI-070 La sustitución de implementaciones será transparente.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-070,1
AI-071,AI-071,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,196,TABLA_COLUMNA_PRINCIPAL,AI-071 La DI preserva el desacoplamiento arquitectónico.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-071,1
AI-072 Constructor Injection,AI-072 Constructor Injection,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,197,DEFINICION_EXPLICITA,AI-072 Constructor Injection constituye la estrategia preferida.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-072 constructor injection,1
AI-072,AI-072,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,197,TABLA_COLUMNA_PRINCIPAL,AI-072 Constructor Injection constituye la estrategia preferida.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-072,1
Riesgos Arquitectónicos,Riesgos Arquitectónicos,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,201,ENCABEZADO,13. Riesgos Arquitectónicos,CANDIDATO_BRUTO_NO_CANONIZADO,riesgos arquitectónicos,6
Observabilidad,Observabilidad,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,213,ENCABEZADO,14. Observabilidad,CANDIDATO_BRUTO_NO_CANONIZADO,observabilidad,9
Relación con otros componentes,Relación con otros componentes,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,225,ENCABEZADO,15. Relación con otros componentes,CANDIDATO_BRUTO_NO_CANONIZADO,relación con otros componentes,6
Principio Rector,Principio Rector,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,248,ENCABEZADO,16. Principio Rector,CANDIDATO_BRUTO_NO_CANONIZADO,principio rector,102
La Dependency Injection,La Dependency Injection,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,256,DEFINICION_EXPLICITA,La Dependency Injection constituye el mecanismo oficial mediante el cual MEF materializa los Contracts durante la ejecución.,CANDIDATO_BRUTO_NO_CANONIZADO,la dependency injection,3
Dependency Injection,Dependency Injection,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,256,DEFINICION_EXPLICITA,La Dependency Injection constituye el mecanismo oficial mediante el cual MEF materializa los Contracts durante la ejecución.,CANDIDATO_BRUTO_NO_CANONIZADO,dependency injection,12
Su propósito,Su propósito,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,258,DEFINICION_EXPLICITA,"Su propósito es proporcionar capacidades de forma desacoplada, reutilizable y verificable, fortaleciendo la modularidad y la sostenibilidad del Framework.",CANDIDATO_BRUTO_NO_CANONIZADO,su propósito,9
ARQ-013,ARQ-013,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,27,ENCABEZADO,ARQ-013,CANDIDATO_BRUTO_NO_CANONIZADO,arq-013,2
Configuration,Configuration,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,29,ENCABEZADO,Configuration,CANDIDATO_BRUTO_NO_CANONIZADO,configuration,26
Configuration,Configuration,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,39,TERMINO_DESTACADO,Definir Configuration como el mecanismo oficial mediante el cual MEF (Modular Enterprise Framework) gobierna el comportamiento de sus componentes.,CANDIDATO_BRUTO_NO_CANONIZADO,configuration,26
MEF (Modular Enterprise Framework),MEF (Modular Enterprise Framework),ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,39,TERMINO_DESTACADO,Definir Configuration como el mecanismo oficial mediante el cual MEF (Modular Enterprise Framework) gobierna el comportamiento de sus componentes.,CANDIDATO_BRUTO_NO_CANONIZADO,mef (modular enterprise framework),102
Declaración,Declaración,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,45,ENCABEZADO,2. Declaración,CANDIDATO_BRUTO_NO_CANONIZADO,declaración,107
No,No,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,49,DEFINICION_EXPLICITA,No constituye lógica de negocio.,CANDIDATO_BRUTO_NO_CANONIZADO,no,27
Objetivos,Objetivos,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,59,ENCABEZADO,3. Objetivos,CANDIDATO_BRUTO_NO_CANONIZADO,objetivos,28
Filosofía,Filosofía,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,72,ENCABEZADO,4. Filosofía,CANDIDATO_BRUTO_NO_CANONIZADO,filosofía,7
La Configuration,La Configuration,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,74,DEFINICION_EXPLICITA,La Configuration define políticas.,CANDIDATO_BRUTO_NO_CANONIZADO,la configuration,3
Modelo Arquitectónico,Modelo Arquitectónico,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,88,ENCABEZADO,5. Modelo Arquitectónico,CANDIDATO_BRUTO_NO_CANONIZADO,modelo arquitectónico,4
La Configuration,La Configuration,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,109,DEFINICION_EXPLICITA,La Configuration es responsable de,CANDIDATO_BRUTO_NO_CANONIZADO,la configuration,3
Configuration,Configuration,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,109,DEFINICION_EXPLICITA,La Configuration es responsable de,CANDIDATO_BRUTO_NO_CANONIZADO,configuration,26
No Responsabilidades,No Responsabilidades,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,120,ENCABEZADO,7. No Responsabilidades,CANDIDATO_BRUTO_NO_CANONIZADO,no responsabilidades,5
Tipos de Configuración,Tipos de Configuración,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,133,ENCABEZADO,8. Tipos de Configuración,CANDIDATO_BRUTO_NO_CANONIZADO,tipos de configuración,1
ID,ID,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,137,TABLA_COLUMNA_PRINCIPAL,ID Tipo Descripción,CANDIDATO_BRUTO_NO_CANONIZADO,id,103
CFG-001,CFG-001,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,139,TABLA_COLUMNA_PRINCIPAL,CFG-001 Core Configuration Configuración del núcleo.,CANDIDATO_BRUTO_NO_CANONIZADO,cfg-001,1
CFG-002,CFG-002,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,140,TABLA_COLUMNA_PRINCIPAL,CFG-002 Platform Configuration Configuración de servicios compartidos.,CANDIDATO_BRUTO_NO_CANONIZADO,cfg-002,1
CFG-003,CFG-003,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,141,TABLA_COLUMNA_PRINCIPAL,CFG-003 Module Configuration Configuración específica de módulos.,CANDIDATO_BRUTO_NO_CANONIZADO,cfg-003,1
CFG-004,CFG-004,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,142,TABLA_COLUMNA_PRINCIPAL,CFG-004 Environment Configuration Configuración por entorno.,CANDIDATO_BRUTO_NO_CANONIZADO,cfg-004,1
CFG-005,CFG-005,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,143,TABLA_COLUMNA_PRINCIPAL,CFG-005 Runtime Configuration Configuración dinámica de ejecución.,CANDIDATO_BRUTO_NO_CANONIZADO,cfg-005,1
CFG-006,CFG-006,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,144,TABLA_COLUMNA_PRINCIPAL,CFG-006 Security Configuration Configuración de seguridad.,CANDIDATO_BRUTO_NO_CANONIZADO,cfg-006,1
Políticas de Configuración,Políticas de Configuración,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,148,ENCABEZADO,9. Políticas de Configuración,CANDIDATO_BRUTO_NO_CANONIZADO,políticas de configuración,1
Jerarquía,Jerarquía,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,164,ENCABEZADO,10. Jerarquía,CANDIDATO_BRUTO_NO_CANONIZADO,jerarquía,1
Validación,Validación,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,192,ENCABEZADO,11. Validación,CANDIDATO_BRUTO_NO_CANONIZADO,validación,7
Versionado,Versionado,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,208,ENCABEZADO,12. Versionado,CANDIDATO_BRUTO_NO_CANONIZADO,versionado,6
Invariantes Arquitectónicos,Invariantes Arquitectónicos,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,219,ENCABEZADO,13. Invariantes Arquitectónicos,CANDIDATO_BRUTO_NO_CANONIZADO,invariantes arquitectónicos,6
ID,ID,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,221,TABLA_COLUMNA_PRINCIPAL,ID Invariante,CANDIDATO_BRUTO_NO_CANONIZADO,id,103
AI-073,AI-073,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,223,TABLA_COLUMNA_PRINCIPAL,AI-073 Toda configuración posee un propietario claramente definido.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-073,1
AI-074,AI-074,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,224,TABLA_COLUMNA_PRINCIPAL,AI-074 La configuración no contiene lógica de negocio.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-074,1
AI-075 Toda política,AI-075 Toda política,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,225,DEFINICION_EXPLICITA,AI-075 Toda política es verificable.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-075 toda política,1
AI-075,AI-075,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,225,TABLA_COLUMNA_PRINCIPAL,AI-075 Toda política es verificable.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-075,1
AI-076 La configuración,AI-076 La configuración,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,226,DEFINICION_EXPLICITA,AI-076 La configuración es versionable.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-076 la configuración,1
AI-076,AI-076,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,226,TABLA_COLUMNA_PRINCIPAL,AI-076 La configuración es versionable.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-076,1
AI-077,AI-077,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,227,TABLA_COLUMNA_PRINCIPAL,AI-077 Las decisiones arquitectónicas no podrán modificarse mediante configuración.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-077,1
AI-078,AI-078,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,228,TABLA_COLUMNA_PRINCIPAL,AI-078 Toda configuración deberá validarse antes de utilizarse.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-078,1
Riesgos Arquitectónicos,Riesgos Arquitectónicos,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,232,ENCABEZADO,14. Riesgos Arquitectónicos,CANDIDATO_BRUTO_NO_CANONIZADO,riesgos arquitectónicos,6
Observabilidad,Observabilidad,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,244,ENCABEZADO,15. Observabilidad,CANDIDATO_BRUTO_NO_CANONIZADO,observabilidad,9
Relación con otros Componentes,Relación con otros Componentes,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,256,ENCABEZADO,16. Relación con otros Componentes,CANDIDATO_BRUTO_NO_CANONIZADO,relación con otros componentes,6
Criterios de Evaluación,Criterios de Evaluación,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,282,ENCABEZADO,17. Criterios de Evaluación,CANDIDATO_BRUTO_NO_CANONIZADO,criterios de evaluación,3
Principio Rector,Principio Rector,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,296,ENCABEZADO,18. Principio Rector,CANDIDATO_BRUTO_NO_CANONIZADO,principio rector,102
La Configuration,La Configuration,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,304,DEFINICION_EXPLICITA,La Configuration constituye el mecanismo oficial de gobernanza operativa de MEF.,CANDIDATO_BRUTO_NO_CANONIZADO,la configuration,3
Configuration,Configuration,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,304,DEFINICION_EXPLICITA,La Configuration constituye el mecanismo oficial de gobernanza operativa de MEF.,CANDIDATO_BRUTO_NO_CANONIZADO,configuration,26
Su propósito,Su propósito,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,306,DEFINICION_EXPLICITA,"Su propósito es proporcionar un modelo consistente, trazable y verificable para parametrizar el comportamiento del Framework sin comprometer la arquitectura ni introducir lógica de negocio.",CANDIDATO_BRUTO_NO_CANONIZADO,su propósito,9
ARQ-017,ARQ-017,ARQ,ARQ-017,ARQ-017-PACKAGING.md,29,ENCABEZADO,ARQ-017,CANDIDATO_BRUTO_NO_CANONIZADO,arq-017,2
Packaging,Packaging,ARQ,ARQ-017,ARQ-017-PACKAGING.md,31,ENCABEZADO,Packaging,CANDIDATO_BRUTO_NO_CANONIZADO,packaging,3
MEF (Modular Enterprise Framework),MEF (Modular Enterprise Framework),ARQ,ARQ-017,ARQ-017-PACKAGING.md,41,TERMINO_DESTACADO,"Definir el modelo oficial mediante el cual MEF (Modular Enterprise Framework) distribuye componentes, módulos y demás activos arquitectónicos.",CANDIDATO_BRUTO_NO_CANONIZADO,mef (modular enterprise framework),102
Declaración,Declaración,ARQ,ARQ-017,ARQ-017-PACKAGING.md,47,ENCABEZADO,2. Declaración,CANDIDATO_BRUTO_NO_CANONIZADO,declaración,107
El paquete,El paquete,ARQ,ARQ-017,ARQ-017-PACKAGING.md,51,DEFINICION_EXPLICITA,El paquete constituye la unidad oficial de distribución.,CANDIDATO_BRUTO_NO_CANONIZADO,el paquete,1
paquete,paquete,ARQ,ARQ-017,ARQ-017-PACKAGING.md,51,DEFINICION_EXPLICITA,El paquete constituye la unidad oficial de distribución.,CANDIDATO_BRUTO_NO_CANONIZADO,paquete,1
No,No,ARQ,ARQ-017,ARQ-017-PACKAGING.md,53,DEFINICION_EXPLICITA,No representa únicamente archivos.,CANDIDATO_BRUTO_NO_CANONIZADO,no,27
Objetivos,Objetivos,ARQ,ARQ-017,ARQ-017-PACKAGING.md,59,ENCABEZADO,3. Objetivos,CANDIDATO_BRUTO_NO_CANONIZADO,objetivos,28
Filosofía,Filosofía,ARQ,ARQ-017,ARQ-017-PACKAGING.md,72,ENCABEZADO,4. Filosofía,CANDIDATO_BRUTO_NO_CANONIZADO,filosofía,7
Cada paquete,Cada paquete,ARQ,ARQ-017,ARQ-017-PACKAGING.md,78,DEFINICION_EXPLICITA,Cada paquete representa una unidad funcional completa del Framework.,CANDIDATO_BRUTO_NO_CANONIZADO,cada paquete,1
Modelo Arquitectónico,Modelo Arquitectónico,ARQ,ARQ-017,ARQ-017-PACKAGING.md,82,ENCABEZADO,5. Modelo Arquitectónico,CANDIDATO_BRUTO_NO_CANONIZADO,modelo arquitectónico,4
El Package,El Package,ARQ,ARQ-017,ARQ-017-PACKAGING.md,101,DEFINICION_EXPLICITA,El Package constituye la representación distribuible de un activo arquitectónico.,CANDIDATO_BRUTO_NO_CANONIZADO,el package,2
Package,Package,ARQ,ARQ-017,ARQ-017-PACKAGING.md,101,DEFINICION_EXPLICITA,El Package constituye la representación distribuible de un activo arquitectónico.,CANDIDATO_BRUTO_NO_CANONIZADO,package,7
Activos Empaquetables,Activos Empaquetables,ARQ,ARQ-017,ARQ-017-PACKAGING.md,105,ENCABEZADO,6. Activos Empaquetables,CANDIDATO_BRUTO_NO_CANONIZADO,activos empaquetables,1
Contenido Mínimo,Contenido Mínimo,ARQ,ARQ-017,ARQ-017-PACKAGING.md,121,ENCABEZADO,7. Contenido Mínimo,CANDIDATO_BRUTO_NO_CANONIZADO,contenido mínimo,1
Manifest,Manifest,ARQ,ARQ-017,ARQ-017-PACKAGING.md,141,ENCABEZADO,8. Manifest,CANDIDATO_BRUTO_NO_CANONIZADO,manifest,16
Versionado,Versionado,ARQ,ARQ-017,ARQ-017-PACKAGING.md,156,ENCABEZADO,9. Versionado,CANDIDATO_BRUTO_NO_CANONIZADO,versionado,6
Dependencias,Dependencias,ARQ,ARQ-017,ARQ-017-PACKAGING.md,167,ENCABEZADO,10. Dependencias,CANDIDATO_BRUTO_NO_CANONIZADO,dependencias,2
Integridad,Integridad,ARQ,ARQ-017,ARQ-017-PACKAGING.md,181,ENCABEZADO,11. Integridad,CANDIDATO_BRUTO_NO_CANONIZADO,integridad,2
Instalación,Instalación,ARQ,ARQ-017,ARQ-017-PACKAGING.md,194,ENCABEZADO,12. Instalación,CANDIDATO_BRUTO_NO_CANONIZADO,instalación,2
Invariantes Arquitectónicos,Invariantes Arquitectónicos,ARQ,ARQ-017,ARQ-017-PACKAGING.md,207,ENCABEZADO,13. Invariantes Arquitectónicos,CANDIDATO_BRUTO_NO_CANONIZADO,invariantes arquitectónicos,6
ID,ID,ARQ,ARQ-017,ARQ-017-PACKAGING.md,209,TABLA_COLUMNA_PRINCIPAL,ID Invariante,CANDIDATO_BRUTO_NO_CANONIZADO,id,103
AI-097,AI-097,ARQ,ARQ-017,ARQ-017-PACKAGING.md,211,TABLA_COLUMNA_PRINCIPAL,AI-097 Todo Package posee identidad única.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-097,1
AI-098,AI-098,ARQ,ARQ-017,ARQ-017-PACKAGING.md,212,TABLA_COLUMNA_PRINCIPAL,AI-098 Todo Package incorpora Manifest oficial.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-098,1
AI-099,AI-099,ARQ,ARQ-017,ARQ-017-PACKAGING.md,213,TABLA_COLUMNA_PRINCIPAL,AI-099 Todo Package declara dependencias explícitas.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-099,1
AI-100,AI-100,ARQ,ARQ-017,ARQ-017-PACKAGING.md,214,TABLA_COLUMNA_PRINCIPAL,AI-100 Todo Package respeta Semantic Versioning.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-100,1
AI-101,AI-101,ARQ,ARQ-017,ARQ-017-PACKAGING.md,215,TABLA_COLUMNA_PRINCIPAL,AI-101 Ningún Package modifica directamente el Core.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-101,1
AI-102 Todo Package,AI-102 Todo Package,ARQ,ARQ-017,ARQ-017-PACKAGING.md,216,DEFINICION_EXPLICITA,AI-102 Todo Package es verificable antes de instalarse.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-102 todo package,1
AI-102,AI-102,ARQ,ARQ-017,ARQ-017-PACKAGING.md,216,TABLA_COLUMNA_PRINCIPAL,AI-102 Todo Package es verificable antes de instalarse.,CANDIDATO_BRUTO_NO_CANONIZADO,ai-102,1
Riesgos Arquitectónicos,Riesgos Arquitectónicos,ARQ,ARQ-017,ARQ-017-PACKAGING.md,220,ENCABEZADO,14. Riesgos Arquitectónicos,CANDIDATO_BRUTO_NO_CANONIZADO,riesgos arquitectónicos,6
